gender,race,years_experience,education,education_num,skill_score,interview_score,base_score,penalty,hire
Female,Hispanic,7.1,Bachelors,1,78.2,45.3,63.60000000000001,-2.0,0
Male,Hispanic,11.5,HS,0,76.7,75.2,83.76,0.0,1
Male,White,4.1,Masters,2,83.8,85.3,75.84,0.0,1
Female,Black,2.2,HS,0,62.8,81.1,61.96,-7.0,0
Female,White,5.7,Masters,2,63.5,62.0,61.6,-2.0,0
Male,Hispanic,2.6,HS,0,100.0,71.0,73.60000000000001,0.0,1
Male,Asian,9.4,HS,0,66.3,63.6,70.76,0.0,0
Male,White,4.2,Bachelors,1,81.0,60.2,64.88000000000001,0.0,0
Male,Hispanic,3.3,PhD,3,70.1,81.5,67.24,0.0,1
Male,Black,3.6,Bachelors,1,42.3,55.6,46.36,-5.0,0
Female,Asian,7.2,Masters,2,39.3,59.3,53.839999999999996,-2.0,0
Female,White,4.5,Bachelors,1,61.3,56.8,56.239999999999995,-2.0,0
Female,Hispanic,3.1,Bachelors,1,85.8,52.1,61.36000000000001,-2.0,0
Female,White,10.0,Bachelors,1,81.8,71.8,81.44,-2.0,1
Female,White,2.4,Bachelors,1,83.7,83.9,71.84,-2.0,1
Female,White,5.1,Bachelors,1,55.2,67.8,59.400000000000006,-2.0,0
Female,Asian,7.0,Bachelors,1,94.2,51.9,72.44,-2.0,1
Male,Hispanic,0.1,Bachelors,1,55.5,80.1,54.440000000000005,0.0,0
Male,Hispanic,6.4,Masters,2,73.2,90.2,78.16000000000001,0.0,1
Male,Asian,1.8,Bachelors,1,69.8,62.2,56.400000000000006,0.0,0
Female,White,7.5,PhD,3,67.4,64.3,67.68,-2.0,0
Female,White,2.1,HS,0,90.1,76.2,70.72000000000001,-2.0,0
Male,White,7.1,Bachelors,1,59.4,89.5,73.76,0.0,1
Female,White,8.3,Bachelors,1,49.8,63.8,62.04,-2.0,0
Male,White,7.6,Bachelors,1,70.3,54.0,64.92,0.0,1
Female,White,5.8,Bachelors,1,64.0,77.6,68.24000000000001,-2.0,1
Male,White,4.3,Bachelors,1,100.0,79.6,80.44,0.0,1
Male,White,3.3,Bachelors,1,80.1,70.1,66.67999999999999,0.0,0
Male,White,9.4,Masters,2,63.9,63.3,69.68,0.0,1
Male,White,2.9,Bachelors,1,54.2,81.9,60.24000000000001,0.0,0
Male,Asian,1.9,Masters,2,41.8,76.3,51.03999999999999,0.0,0
Male,Hispanic,7.0,Bachelors,1,54.6,60.8,60.160000000000004,0.0,1
Female,Asian,2.6,Bachelors,1,71.7,70.6,62.120000000000005,-2.0,1
Female,White,2.1,Bachelors,1,91.4,53.8,62.28,-2.0,0
Male,White,0.7,Bachelors,1,86.8,78.2,67.4,0.0,0
Female,Hispanic,3.6,Bachelors,1,73.4,66.9,63.32000000000001,-2.0,1
Female,White,4.8,Bachelors,1,65.2,64.8,61.6,-2.0,0
Male,White,5.7,HS,0,74.0,69.6,68.84,0.0,1
Male,White,7.9,Bachelors,1,62.2,70.5,68.88000000000001,0.0,0
Male,White,6.6,HS,0,95.8,80.7,83.8,0.0,1
Male,White,4.4,Bachelors,1,67.2,77.1,66.52,0.0,0
Female,White,4.4,Bachelors,1,68.7,68.1,63.519999999999996,-2.0,0
Male,Black,6.5,PhD,3,36.8,79.2,59.400000000000006,-5.0,0
Female,White,8.8,Masters,2,67.1,74.8,74.36000000000001,-2.0,0
Female,White,5.4,HS,0,82.5,64.9,69.76,-2.0,0
Male,Hispanic,3.6,Masters,2,54.0,68.5,56.2,0.0,0
Female,White,2.0,Masters,2,58.7,68.2,54.760000000000005,-2.0,0
Male,White,0.7,Bachelors,1,81.9,76.1,64.60000000000001,0.0,0
Female,Hispanic,7.0,Bachelors,1,47.9,65.6,59.4,-2.0,1
Male,White,6.7,PhD,3,85.9,65.3,73.88000000000001,0.0,1
Female,White,6.7,Bachelors,1,62.0,93.6,75.64,-2.0,1
Female,White,4.6,Masters,2,64.2,81.3,67.4,-2.0,1
Male,White,9.2,HS,0,53.1,60.9,64.0,0.0,1
Female,Black,3.5,Bachelors,1,75.7,76.9,68.04,-7.0,0
Female,Hispanic,7.9,Bachelors,1,100.0,71.4,84.36,-2.0,1
Female,White,4.9,Bachelors,1,81.7,74.7,72.36,-2.0,1
Female,Black,3.2,Masters,2,57.0,71.6,57.839999999999996,-7.0,0
Female,White,6.8,PhD,3,87.0,84.3,82.12,-2.0,1
Male,White,6.2,Bachelors,1,65.2,74.1,68.12,0.0,0
Male,Black,6.1,HS,0,90.6,69.3,76.16,-5.0,0
Female,White,5.2,Masters,2,82.1,82.5,76.24000000000001,-2.0,0
Male,White,4.9,Bachelors,1,25.9,72.8,49.28,0.0,1
Female,White,12.2,Bachelors,1,54.9,71.5,74.96000000000001,-2.0,0
Female,White,8.6,Bachelors,1,84.2,73.8,80.4,-2.0,1
Male,White,7.2,Masters,2,72.3,68.9,70.88000000000001,0.0,0
Male,Hispanic,5.3,Masters,2,54.6,70.1,60.480000000000004,0.0,1
Female,White,8.0,Bachelors,1,60.5,63.0,65.4,-2.0,1
Male,White,6.6,Bachelors,1,41.4,61.0,54.160000000000004,0.0,0
Female,White,5.1,PhD,3,68.7,58.0,60.88000000000001,-2.0,1
Male,Black,4.1,Bachelors,1,100.0,53.3,69.52,-5.0,0
Female,Black,4.8,Bachelors,1,82.1,59.4,66.19999999999999,-7.0,0
Male,Black,0.0,Bachelors,1,100.0,67.9,67.16,-5.0,1
Female,Hispanic,5.6,Masters,2,83.2,71.2,72.96000000000001,-2.0,0
Male,Hispanic,3.5,Bachelors,1,85.4,66.7,67.84,0.0,0
Female,White,9.8,Bachelors,1,99.6,41.7,76.12,-2.0,1
Male,White,5.1,Bachelors,1,75.7,88.9,76.04,0.0,0
Female,Hispanic,1.4,Bachelors,1,67.2,83.0,62.88,-2.0,0
Female,Asian,4.9,Bachelors,1,85.5,75.3,74.12,-2.0,0
Male,Hispanic,1.9,HS,0,91.8,92.9,77.67999999999999,0.0,1
Male,White,6.4,Bachelors,1,62.8,58.3,61.239999999999995,0.0,0
Male,White,5.9,Bachelors,1,59.2,92.7,72.56,0.0,1
Female,White,7.9,HS,0,72.1,58.4,68.0,-2.0,0
Female,Black,2.6,HS,0,82.5,72.9,67.36,-7.0,0
Female,White,5.1,Masters,2,82.0,54.7,64.88000000000001,-2.0,0
Male,White,0.9,Masters,2,48.6,70.2,49.32,0.0,0
Male,Hispanic,7.1,Bachelors,1,98.7,74.6,83.52000000000001,0.0,1
Female,White,6.6,Masters,2,60.4,68.1,64.6,-2.0,0
Male,Hispanic,6.5,Bachelors,1,66.0,78.6,70.84,0.0,1
Female,White,5.0,PhD,3,56.5,71.2,61.080000000000005,-2.0,0
Male,White,6.2,Bachelors,1,100.0,63.7,77.88000000000001,0.0,0
Female,White,9.8,Bachelors,1,73.6,63.2,74.32,-2.0,1
Male,Hispanic,4.1,HS,0,57.2,79.7,62.96000000000001,0.0,0
Male,White,5.4,Bachelors,1,83.0,62.2,68.88000000000001,0.0,1
Female,White,1.7,PhD,3,81.5,81.0,68.4,-2.0,0
Female,Asian,2.4,Bachelors,1,67.2,84.7,65.56,-2.0,1
Female,White,5.3,Bachelors,1,82.6,50.0,63.64,-2.0,1
Male,Black,8.3,HS,0,57.6,83.6,73.08000000000001,-5.0,0
Male,Black,4.2,Masters,2,62.6,94.7,71.32000000000001,-5.0,0
Female,White,4.3,Bachelors,1,39.8,73.0,53.720000000000006,-2.0,0
Female,Black,3.8,Bachelors,1,50.1,77.2,58.52,-7.0,0
Male,White,3.4,PhD,3,97.1,82.4,78.60000000000001,0.0,1
Male,Black,5.9,HS,0,94.6,66.7,76.32,-5.0,1
Male,White,0.5,Bachelors,1,71.0,72.2,58.28,0.0,1
Female,Black,8.8,Masters,2,94.9,54.2,77.24000000000001,-7.0,0
Male,White,3.0,Bachelors,1,67.6,71.7,61.72,0.0,0
Male,Black,7.2,Bachelors,1,66.3,76.0,71.32000000000001,-5.0,1
Male,White,1.2,Bachelors,1,70.8,76.2,61.2,0.0,0
Male,White,7.0,Masters,2,68.1,82.8,74.36,0.0,1
Male,White,7.0,HS,0,66.8,60.7,65.0,0.0,0
Female,White,6.2,Masters,2,87.2,63.6,72.72000000000001,-2.0,0
Male,Hispanic,2.0,Masters,2,72.3,92.7,70.0,0.0,1
Female,White,5.7,Bachelors,1,80.7,68.2,70.96000000000001,-2.0,0
Male,Asian,1.5,Masters,2,85.5,72.4,66.16000000000001,0.0,0
Female,Asian,4.2,Bachelors,1,75.8,69.2,66.4,-2.0,0
Female,Black,8.1,Bachelors,1,55.4,60.1,62.400000000000006,-7.0,0
Female,White,7.4,Masters,2,49.7,89.5,70.48,-2.0,0
Female,White,5.0,PhD,3,72.2,63.7,64.36000000000001,-2.0,1
Male,Hispanic,2.1,HS,0,67.4,56.5,53.760000000000005,0.0,1
Male,White,6.9,Bachelors,1,71.3,64.6,68.16,0.0,0
Female,White,5.1,Bachelors,1,69.8,46.0,56.52000000000001,-2.0,0
Female,Black,0.0,Bachelors,1,100.0,62.2,64.88,-7.0,0
Female,Hispanic,7.3,Bachelors,1,50.0,58.4,57.96,-2.0,0
Female,Hispanic,4.9,HS,0,40.2,77.4,56.84,-2.0,0
Female,White,8.6,Bachelors,1,75.0,61.9,71.96000000000001,-2.0,0
Male,Black,1.7,Bachelors,1,64.4,80.7,61.440000000000005,-5.0,0
Male,White,0.0,Bachelors,1,74.7,86.8,64.6,0.0,0
Female,White,5.8,Masters,2,78.8,79.4,74.88,-2.0,0
Female,Hispanic,5.9,Masters,2,89.3,67.4,74.48,-2.0,0
Male,White,0.0,Bachelors,1,47.4,71.7,47.64,0.0,0
Female,White,2.1,Bachelors,1,61.6,51.7,49.52000000000001,-2.0,0
Male,White,13.3,Bachelors,1,76.4,68.4,84.52000000000001,0.0,0
Female,Hispanic,4.1,Bachelors,1,81.6,59.7,64.72,-2.0,0
Male,Hispanic,7.2,Bachelors,1,100.0,78.3,85.72,0.0,0
Male,Black,3.0,Masters,2,84.3,100.0,79.72,-5.0,1
Female,Hispanic,0.0,HS,0,69.1,76.0,58.040000000000006,-2.0,0
Male,White,4.5,HS,0,56.6,46.1,50.08,0.0,0
Female,White,4.2,HS,0,61.5,65.7,59.28,-2.0,1
Female,White,3.8,Bachelors,1,61.1,71.5,60.64000000000001,-2.0,0
Female,White,4.7,HS,0,79.8,71.0,69.72000000000001,-2.0,0
Male,White,5.8,PhD,3,73.9,61.2,65.64000000000001,0.0,0
Male,Asian,4.5,Bachelors,1,50.1,72.9,58.2,0.0,1
Male,White,1.2,HS,0,63.5,55.1,49.84,0.0,1
Female,White,6.5,Bachelors,1,83.2,58.7,69.76,-2.0,1
Female,White,0.0,Masters,2,75.3,77.7,61.2,-2.0,1
Female,White,0.0,Bachelors,1,78.5,57.8,54.52,-2.0,0
Female,Asian,7.2,Bachelors,1,75.7,76.5,75.28,-2.0,1
Female,White,6.5,Masters,2,94.4,53.6,72.2,-2.0,1
Female,White,4.8,Bachelors,1,73.5,91.2,75.48000000000002,-2.0,1
Male,Hispanic,0.8,Bachelors,1,64.2,60.7,51.56000000000001,0.0,0
Female,White,2.9,Bachelors,1,56.3,67.3,55.239999999999995,-2.0,1
Male,White,4.2,Bachelors,1,73.7,74.0,67.48,0.0,0
Female,White,0.2,Bachelors,1,33.4,63.2,39.04,-2.0,0
Female,Black,2.8,Bachelors,1,67.2,71.7,61.160000000000004,-7.0,1
Female,Asian,7.0,Bachelors,1,66.9,76.9,71.52000000000001,-2.0,0
Male,Hispanic,9.3,Bachelors,1,49.5,81.5,71.0,0.0,1
Male,White,3.7,HS,0,56.1,79.5,61.64,0.0,0
Male,Hispanic,7.3,Bachelors,1,82.1,67.9,74.6,0.0,1
Male,White,0.0,Bachelors,1,73.5,68.2,56.68000000000001,0.0,0
Male,White,7.0,Masters,2,71.5,98.2,81.88,0.0,1
Female,White,2.6,Bachelors,1,74.6,81.4,67.60000000000001,-2.0,0
Female,White,5.9,Bachelors,1,71.4,58.9,63.92,-2.0,1
Male,White,4.3,Bachelors,1,88.6,71.2,72.52,0.0,1
Male,Black,9.0,HS,0,71.9,66.0,73.16000000000001,-5.0,0
Male,Asian,2.4,HS,0,48.1,68.4,51.400000000000006,0.0,1
Female,White,6.9,Bachelors,1,94.5,55.2,73.68,-2.0,1
Female,White,4.2,Bachelors,1,75.6,65.1,64.68,-2.0,0
Female,White,4.5,Bachelors,1,61.2,91.7,70.16,-2.0,1
Male,White,4.4,Masters,2,51.2,76.9,60.040000000000006,0.0,0
Female,Black,2.5,HS,0,75.9,40.1,51.400000000000006,-7.0,0
Female,White,5.0,Bachelors,1,68.2,84.6,71.12,-2.0,0
Male,Hispanic,4.8,Bachelors,1,93.6,83.1,80.28,0.0,1
Female,White,5.7,Bachelors,1,64.8,65.7,63.6,-2.0,0
Male,White,5.3,Bachelors,1,57.4,78.6,65.0,0.0,0
Female,White,7.4,Bachelors,1,83.4,59.7,72.04,-2.0,0
Male,White,7.8,Bachelors,1,83.9,64.4,74.92000000000002,0.0,0
Female,White,1.8,Masters,2,72.5,88.0,67.8,-2.0,1
Female,Black,7.6,Masters,2,80.1,66.7,73.92,-7.0,1
Female,White,1.4,Bachelors,1,69.4,47.6,49.60000000000001,-2.0,0
Female,Black,6.8,HS,0,73.5,69.2,70.68,-7.0,1
Male,White,6.9,Masters,2,87.5,69.1,76.44,0.0,1
Male,White,0.0,Bachelors,1,79.4,84.4,65.52000000000001,0.0,1
Male,White,5.3,Bachelors,1,67.5,70.2,65.68,0.0,1
Male,Hispanic,3.6,Bachelors,1,90.3,64.9,69.28,0.0,1
Female,White,2.7,HS,0,34.5,82.5,52.199999999999996,-2.0,0
Male,Hispanic,9.1,Bachelors,1,100.0,71.4,86.76,0.0,1
Female,White,3.0,Bachelors,1,44.4,61.0,48.160000000000004,-2.0,0
Female,Hispanic,2.6,Bachelors,1,60.6,83.9,63.00000000000001,-2.0,0
Female,White,5.2,Bachelors,1,69.4,72.3,67.08000000000001,-2.0,0
Male,Black,7.1,Masters,2,67.8,70.0,69.32000000000001,-5.0,0
Female,Black,4.6,Bachelors,1,85.1,72.1,72.08,-7.0,0
Female,Asian,8.5,HS,0,54.1,57.2,61.52,-2.0,0
Male,White,6.6,Bachelors,1,73.9,63.7,68.24000000000001,0.0,1
Female,White,0.0,Masters,2,61.3,70.0,52.519999999999996,-2.0,0
Female,White,3.4,Masters,2,74.4,67.7,63.64,-2.0,1
Male,Hispanic,3.3,Bachelors,1,69.0,85.3,68.32,0.0,0
Female,White,6.4,Bachelors,1,71.4,72.6,70.4,-2.0,0
Male,Hispanic,0.0,Masters,2,61.8,80.3,56.839999999999996,0.0,0
Male,White,12.6,Bachelors,1,62.3,70.1,78.16,0.0,1
Male,White,6.6,HS,0,74.3,82.7,76.0,0.0,1
Male,White,5.4,Bachelors,1,84.2,74.8,74.4,0.0,0
Male,Asian,8.5,Bachelors,1,61.0,70.2,69.48,0.0,1
Male,Black,12.0,Bachelors,1,57.0,69.8,74.72,-5.0,1
Female,Asian,7.6,Bachelors,1,79.2,58.5,70.28,-2.0,1
Female,White,7.8,Bachelors,1,69.5,76.1,73.84,-2.0,1
Female,Black,5.4,Masters,2,82.5,69.5,71.6,-7.0,0
Male,Black,4.6,Masters,2,56.4,64.0,57.36000000000001,-5.0,0
Male,White,3.6,Masters,2,43.3,83.3,57.84,0.0,0
Female,Hispanic,2.5,PhD,3,62.0,55.0,51.8,-2.0,1
Male,Asian,2.9,HS,0,58.5,64.9,55.16000000000001,0.0,0
Male,Hispanic,0.9,Bachelors,1,68.8,82.3,62.239999999999995,0.0,1
Female,Black,4.8,Bachelors,1,60.4,73.8,63.28,-7.0,0
Male,White,0.0,Masters,2,81.1,69.4,60.2,0.0,1
Female,White,5.6,Bachelors,1,65.7,73.0,66.68,-2.0,1
Female,Asian,4.9,PhD,3,72.3,72.2,67.60000000000001,-2.0,1
Male,White,5.4,Bachelors,1,72.4,51.8,60.480000000000004,0.0,0
Male,Black,3.4,Masters,2,72.9,65.8,62.28,-5.0,1
Female,Black,14.2,HS,0,69.6,89.4,92.00000000000001,-7.0,0
Male,Black,9.1,Bachelors,1,77.7,62.1,74.12,-5.0,0
Male,Asian,1.3,Masters,2,58.1,66.2,52.32000000000001,0.0,0
Female,White,5.7,HS,0,91.0,63.5,73.2,-2.0,1
Male,White,3.2,Masters,2,66.5,69.0,60.6,0.0,1
Female,White,2.0,HS,0,50.3,63.0,49.32000000000001,-2.0,0
Female,White,1.0,Bachelors,1,72.8,75.8,61.44,-2.0,0
Male,White,6.3,Bachelors,1,57.2,72.4,64.44,0.0,0
Male,White,3.0,Bachelors,1,80.0,79.3,69.72,0.0,1
Male,Hispanic,7.9,Bachelors,1,100.0,57.4,78.76,0.0,1
Male,Asian,8.0,Bachelors,1,58.2,65.9,65.64,0.0,0
Male,White,9.1,HS,0,75.0,67.3,75.12,0.0,0
Female,White,2.4,HS,0,43.7,75.5,52.480000000000004,-2.0,0
Male,Asian,6.4,Bachelors,1,76.8,60.5,67.72,0.0,0
Female,White,6.9,Bachelors,1,56.7,81.0,68.88,-2.0,1
Female,White,3.6,Masters,2,60.6,84.2,65.12,-2.0,1
Female,White,2.7,Bachelors,1,53.5,58.1,50.04,-2.0,0
Female,Black,9.8,Bachelors,1,81.0,64.1,77.64,-7.0,1
Male,White,5.7,Bachelors,1,85.1,63.6,70.88000000000001,0.0,1
Female,Asian,6.9,HS,0,70.4,100.0,81.96,-2.0,0
Female,White,2.5,Bachelors,1,57.0,64.8,53.72,-2.0,0
Male,White,1.3,PhD,3,93.8,90.1,76.16,0.0,1
Male,White,3.3,Masters,2,58.7,54.8,52.00000000000001,0.0,0
Female,White,4.6,Bachelors,1,37.6,58.1,47.480000000000004,-2.0,0
Male,Black,1.8,Bachelors,1,76.9,61.8,59.080000000000005,-5.0,0
Male,Hispanic,5.0,Masters,2,53.4,59.9,55.32,0.0,0
Male,Hispanic,0.0,Bachelors,1,84.8,66.8,60.64,0.0,0
Male,Black,1.6,HS,0,64.3,61.5,53.52,-5.0,0
Female,Asian,7.0,HS,0,79.1,60.2,69.72,-2.0,0
Female,Hispanic,6.8,Bachelors,1,91.0,83.9,83.56,-2.0,1
Female,Hispanic,3.8,PhD,3,51.9,84.7,62.24,-2.0,0
Male,White,1.9,Bachelors,1,61.5,81.4,60.96,0.0,0
Male,White,1.9,HS,0,68.9,76.3,61.879999999999995,0.0,1
Male,White,3.9,Bachelors,1,93.1,71.1,73.48,0.0,1
Male,Black,6.9,Masters,2,60.1,64.0,63.44,-5.0,0
Male,White,7.8,Masters,2,61.1,58.6,63.480000000000004,0.0,1
Female,White,3.5,Bachelors,1,77.2,74.4,67.64000000000001,-2.0,0
Male,Hispanic,1.5,Bachelors,1,61.3,55.9,49.879999999999995,0.0,0
Female,Hispanic,5.8,HS,0,72.3,58.1,63.760000000000005,-2.0,0
Male,Asian,2.5,Masters,2,46.7,83.8,57.2,0.0,1
Male,White,3.4,Masters,2,100.0,92.8,83.92,0.0,1
Male,Black,9.0,Bachelors,1,49.8,74.7,67.80000000000001,-5.0,0
Female,White,7.5,Masters,2,65.2,83.3,74.4,-2.0,1
Female,White,5.5,Bachelors,1,69.5,67.0,65.6,-2.0,0
Female,White,1.2,HS,0,98.7,53.9,63.440000000000005,-2.0,1
Male,White,5.6,Bachelors,1,50.1,77.3,62.16000000000001,0.0,0
Male,White,8.2,Bachelors,1,99.8,76.8,87.04,0.0,1
Female,Hispanic,3.9,Bachelors,1,81.4,70.9,68.72,-2.0,0
Male,White,9.1,Bachelors,1,76.3,67.1,75.56,0.0,0
Female,Black,8.9,Bachelors,1,55.2,81.5,72.48,-7.0,1
Male,White,10.0,Bachelors,1,78.6,58.2,74.72,0.0,1
Male,White,5.9,Bachelors,1,59.1,60.7,59.72,0.0,0
Male,White,6.8,HS,0,89.0,57.9,72.36000000000001,0.0,1
Male,White,9.2,Bachelors,1,55.4,71.0,68.96000000000001,0.0,1
Female,Black,6.3,Bachelors,1,68.3,56.9,62.68,-7.0,0
Male,White,3.5,Bachelors,1,61.7,61.8,56.400000000000006,0.0,0
Male,White,3.7,Masters,2,55.2,61.5,54.080000000000005,0.0,0
Male,White,5.7,Masters,2,81.1,66.9,70.60000000000001,0.0,0
Male,White,1.1,Masters,2,78.0,52.2,54.28000000000001,0.0,0
Female,Asian,4.6,Bachelors,1,88.1,71.0,72.84,-2.0,0
Female,White,8.3,HS,0,43.3,85.0,67.92,-2.0,0
Female,Black,0.0,Bachelors,1,86.0,71.6,63.04,-7.0,1
Female,Black,9.6,Bachelors,1,100.0,88.5,94.60000000000001,-7.0,1
Male,Asian,8.4,Bachelors,1,63.2,86.0,76.48,0.0,1
Female,Hispanic,3.6,HS,0,98.4,79.3,78.28000000000002,-2.0,0
Male,Black,6.6,Masters,2,66.1,70.9,68.0,-5.0,0
Male,Black,5.0,HS,0,49.4,70.3,57.88,-5.0,0
Female,Hispanic,8.7,Masters,2,65.4,79.2,75.24000000000001,-2.0,1
Male,White,7.9,Masters,2,85.7,65.3,76.2,0.0,0
Female,White,0.8,Bachelors,1,57.4,47.4,43.52,-2.0,0
Male,White,6.8,Masters,2,61.0,75.9,68.36000000000001,0.0,1
Female,Hispanic,4.4,Bachelors,1,78.9,56.4,62.92,-2.0,0
Female,Hispanic,5.2,Masters,2,70.0,58.5,61.800000000000004,-2.0,0
Female,White,2.8,Bachelors,1,78.8,70.0,65.11999999999999,-2.0,0
Female,Black,10.2,Masters,2,73.6,68.9,77.4,-7.0,1
Female,White,8.1,Bachelors,1,77.2,53.1,68.32000000000001,-2.0,1
Male,White,2.8,Masters,2,63.5,72.0,59.800000000000004,0.0,0
Female,Asian,1.0,Bachelors,1,73.5,81.6,64.04,-2.0,0
Male,White,3.8,Bachelors,1,56.1,56.5,52.64000000000001,0.0,0
Female,White,6.3,Masters,2,89.3,85.3,82.44,-2.0,1
Female,Black,5.7,Masters,2,60.5,51.3,56.12,-7.0,0
Female,Black,8.8,Bachelors,1,86.9,95.4,90.52000000000001,-7.0,1
Male,White,7.4,Bachelors,1,66.5,65.1,67.44,0.0,1
Male,Black,7.9,Bachelors,1,73.0,71.7,73.68,-5.0,0
Female,White,6.0,PhD,3,62.6,47.3,55.96,-2.0,1
Male,White,0.8,Masters,2,54.8,69.3,51.24,0.0,0
Male,White,4.4,Masters,2,43.8,72.7,55.400000000000006,0.0,0
Male,Black,8.2,HS,0,54.2,69.0,65.68,-5.0,1
Female,White,4.8,Bachelors,1,65.1,63.2,60.92,-2.0,1
Female,Asian,6.5,Bachelors,1,73.2,58.6,65.72,-2.0,1
Male,Hispanic,4.0,Masters,2,85.2,83.6,75.52000000000001,0.0,1
Male,Asian,1.9,HS,0,63.3,70.4,57.28,0.0,0
Male,White,4.6,Masters,2,56.8,88.5,67.32,0.0,0
Female,Asian,5.9,Bachelors,1,48.4,63.7,56.64,-2.0,1
Female,White,3.0,Bachelors,1,77.2,64.8,62.800000000000004,-2.0,0
Male,White,4.3,Bachelors,1,90.7,79.8,76.8,0.0,0
Male,White,2.2,Bachelors,1,89.0,50.5,60.2,0.0,0
Male,White,8.4,Bachelors,1,80.6,55.4,71.2,0.0,0
Female,Black,4.1,HS,0,79.6,83.2,73.32000000000001,-7.0,1
Female,White,9.4,Bachelors,1,95.5,55.9,79.36,-2.0,1
Male,White,9.6,Masters,2,75.0,48.2,68.48,0.0,0
Male,Black,4.8,HS,0,79.7,92.4,78.44,-5.0,0
Male,White,2.0,Bachelors,1,65.2,53.3,51.400000000000006,0.0,0
Female,Black,0.0,Bachelors,1,49.6,72.2,48.720000000000006,-7.0,0
Male,White,0.6,Bachelors,1,59.7,70.8,53.400000000000006,0.0,0
Female,Hispanic,0.9,Masters,2,69.9,36.3,44.28,-2.0,0
Female,Hispanic,9.1,Bachelors,1,70.9,66.8,73.28,-2.0,0
Male,White,5.3,Masters,2,98.9,75.4,80.32,0.0,1
Male,White,6.2,Bachelors,1,71.2,74.3,70.60000000000001,0.0,0
Male,White,0.0,HS,0,87.7,80.8,67.4,0.0,0
Female,Hispanic,1.4,Bachelors,1,63.5,65.4,54.36,-2.0,0
Female,White,7.7,Bachelors,1,65.3,78.6,72.96000000000001,-2.0,1
Female,White,5.9,Bachelors,1,50.1,61.7,56.52000000000001,-2.0,0
Female,White,4.6,Masters,2,58.9,53.1,54.00000000000001,-2.0,0
Male,White,6.7,Bachelors,1,77.9,54.4,66.32000000000001,0.0,1
Female,White,9.9,Bachelors,1,70.1,52.5,68.84,-2.0,0
Female,Hispanic,4.3,Bachelors,1,84.1,82.1,75.07999999999998,-2.0,0
Male,White,5.2,Bachelors,1,72.7,51.8,60.199999999999996,0.0,0
Female,White,5.6,Bachelors,1,64.7,73.3,66.4,-2.0,1
Female,Hispanic,12.2,Bachelors,1,100.0,66.8,91.12,-2.0,1
Female,Hispanic,0.0,Bachelors,1,68.6,68.8,54.959999999999994,-2.0,0
Female,White,7.0,Bachelors,1,87.4,86.4,83.52000000000001,-2.0,1
Female,White,4.7,Bachelors,1,64.0,64.7,60.88,-2.0,0
Female,White,6.7,Masters,2,80.6,77.3,76.56,-2.0,1
Male,Asian,3.0,Bachelors,1,83.9,70.5,67.76,0.0,0
Male,White,4.9,Bachelors,1,73.1,68.2,66.32,0.0,1
Female,Asian,7.1,PhD,3,34.7,97.6,67.12,-2.0,0
Male,Black,14.3,Bachelors,1,70.3,52.7,77.80000000000001,-5.0,0
Male,White,7.4,Bachelors,1,88.5,85.5,84.39999999999999,0.0,0
Male,White,2.5,HS,0,77.9,77.9,67.32000000000001,0.0,0
Male,White,3.7,Bachelors,1,76.7,64.2,63.760000000000005,0.0,0
Female,White,3.6,HS,0,44.2,89.6,60.72,-2.0,0
Female,White,0.0,PhD,3,59.2,47.8,42.800000000000004,-2.0,0
Male,Black,4.0,Masters,2,76.2,63.7,63.96000000000001,-5.0,0
Male,Asian,7.2,Masters,2,76.2,55.5,67.08000000000001,0.0,1
Male,Black,1.2,Masters,2,88.2,74.9,67.64000000000001,-5.0,1
Female,Black,8.1,Bachelors,1,67.8,56.6,65.96000000000001,-7.0,0
Female,White,6.5,Bachelors,1,76.1,75.2,73.52,-2.0,0
Male,White,2.8,Masters,2,70.2,67.8,60.800000000000004,0.0,0
Female,White,4.6,PhD,3,55.2,64.2,56.96000000000001,-2.0,0
Female,Black,9.8,Bachelors,1,36.2,74.7,63.96000000000001,-7.0,1
Female,Asian,7.2,Masters,2,76.5,66.8,71.72,-2.0,0
Female,Black,5.0,Bachelors,1,72.6,56.9,61.8,-7.0,0
Male,White,4.3,Bachelors,1,60.7,100.0,72.88,0.0,1
Female,White,5.2,Bachelors,1,45.7,64.2,54.36000000000001,-2.0,1
Male,Black,3.5,Bachelors,1,79.4,43.4,56.120000000000005,-5.0,0
Female,White,0.0,HS,0,66.0,59.9,50.36,-2.0,0
Female,Hispanic,11.1,Bachelors,1,78.4,54.8,75.48,-2.0,0
Female,Hispanic,5.5,Bachelors,1,98.0,79.9,82.16000000000001,-2.0,1
Female,Black,6.2,Bachelors,1,37.9,73.9,57.12,-7.0,0
Male,White,4.8,Bachelors,1,59.5,74.8,63.32,0.0,0
Female,White,2.8,PhD,3,66.9,65.6,58.6,-2.0,0
Female,White,4.4,Bachelors,1,91.8,66.6,72.16,-2.0,1
Female,White,0.2,Bachelors,1,45.5,65.5,44.800000000000004,-2.0,0
Male,White,11.8,HS,0,99.0,69.0,90.80000000000001,0.0,1
Male,Black,1.3,HS,0,72.0,80.0,63.4,-5.0,0
Male,Black,1.9,Masters,2,68.6,74.0,60.839999999999996,-5.0,1
Female,White,3.7,Bachelors,1,67.0,76.0,64.60000000000001,-2.0,0
